Convo,topic
"How can I get people to listen?-I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents.
 I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust.
First, thank you for sharing such deep personal information. It can be difficult to share such intimate information. To begin, it sounds likes your primary concern your desire to speak to someone who takes your mental health seriously. You've tried talking to your parents and your friends and neither have made that connection in the area you need. I'm sorry to hear that. it's unfortunate. However, I think a couple things can be done to try to address this. If you want support1) Parents- Sit down with one of them and tell them with all seriousness that you need to talk about something that is affecting you deeply. Perhaps speaking to both can be too much for one room. If you try to speak to mom or dad by themselves, it may create that intimate atmosphere needed to understand where you are coming from. 2) Friends: Like parents it can be difficult to speak to your friends about challenges with your mental health. When you're feeling down and anxious, friends can be great help or not their at all. With friends, it may be one of those things where you also need to create an intimate environment with one friend to speak to about your sadness and anxiety. If anything, speak to the fact you're hurt and help them understand that if they can't understand the depressionIf you don't want support Coping Strategies: Identify coping skills and strategy that help you when you're feeling down. Ideas:A.) JournalingB) PaintingC) ExerciseD) MusicE) Reading AffirmationF) Listening To Motivation Videos",depression
"How can I get people to listen?-I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents.
 I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust.
Teenage years are rough for anyone, and this is a time for self-discovery and experimentation. Having older parents can certainly pose challenges. Most kids feel like their parents don't understand them, but yours are older than the average parents of teenagers. They're from a completely different generation than you are. It sounds like they love you, but may not understand you. The problem here is the generation/age gap, and there's not a whole lot you can do about that. What you can do is accept the situation and perhaps look at it a little differently. It seems like you're looking for affirmation from them, looking for their approval and understanding. It's never a good idea to look to others to define who you are or to get a self-esteem boost. Who you are and how you feel about yourself needs to come from inside, not from outside. One way you can have a better relationship with your parents is to stop looking at all the things you aren't getting from them that you want, and rather look at all the things you are getting from them. Yes, this is a glass half full or half empty point of view, but it works. The negative will overshadow the positive if you let it. Start looking for the good things in your relationship with your parents and your feelings towards them will become more positive.I'm not sure how your friends/peers made you feel like your childhood has been taken from you. That's a curious statement, and requires a deeper conversation to understand where that came from. However, I do understand feeling different and out of place, especially in high school. Find the strength within yourself rather than looking to others in your life to make you feel better or feel like a complete person. It helps to have friends and loved ones, but you can never rely on them to fulfill all of your needs. Set some goals for your future, work towards them. Focus on being the best YOU that you can be, and the right people will enter your life at the right time.",depression
"How can I get people to listen?-I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents.
 I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust.
Hi there. Being 15 years old can be a very difficult time in your teenage life. I remember when I was 15 and how I often felt my parents weren’t listening to me. It’s even more difficult when you feel that you do not have a friend that you can confide in. Having depression in the past and being able to get through it shows me that you can get through anything! Depression alone is a very difficult problem to work through. In addition to the communication problem with your parents, it appears that you are also struggling with stress and anxiety. We all have stress and anxiety in our lives. If we didn’t, none of us would be living. Anxiety & stress keep us on our toes! Often, I have to remind myself of this as well. However, it is how we manage stress and anxiety, so it will not overcome our lives. Are you familiar with relaxation techniques, such as: deep breathing exercises, meditation or yoga? Relaxation Techniques can help you tremendously in reducing your stress and anxiety. Deep breathing exercises are helpful when you are on the go, such as school, shopping, out with friends or whatever extracurricular activities you engage in. Most people do not take full advantage of their lung capacity. I know, that sounds silly. But, it’s true. You would be surprised how much air you lungs can hold. Imagine being in the Doctor’s office and taking deep breaths. This is what you want to do when you are feeling overwhelmed and/or stressed. Take a moment to take in at least 10 deep breaths and let them out slowly. You will be surprised how well you feel afterwards. Meditation and Yoga are also healthy forms to working through stress and anxiety. You will need a quiet place for your meditation. You want to be “in the moment” and take in the peace and serenity. All it takes is a quiet place, closing your eyes and thinking of your “happy place.” Some people use meditation music as well. If you have access to this type of music and or the internet for more ways to practice meditation, please go for it! Yoga on the other hand will take a little more work and practice. I would not suggest you learning this on your own, if you have never attempted yoga before. Find an experienced Yoga instructor to teach you the ropes and/or ask your school counselor about the possibility of getting someone to come to the school to teach the students. Lastly, in regards to your parents it is very important to be able to have a relationship where you feel comfortable communicating. I would recommend writing a letter to them, if you are unable to express how you feel in person. A letter is more intimate and requires a little more effort on their end. If they are open on working on this relationship, maybe suggest family counseling to fully work on this issue. I hope this was helpful for you and I wish you the best!",depression
"How do I stop feeling empty?-I don't know how else to explain it. All I can say is that I feel empty, I feel nothing. How do I stop feeling this way?
A feeling of emptiness can be from a lack of awareness and acknowledgment for the things, the people, the places that you have in your life. The use of affirmation and gratitudes helps to remind ourselves of all of the aspects of our lives.",depression
"How do I stop feeling empty?-I don't know how else to explain it. All I can say is that I feel empty, I feel nothing. How do I stop feeling this way?
Your question is very broad because feeling empty can develop for many different reasons.You're certainly not alone in feeling this way!Try to follow the logic of your feelings by asking yourself questions about the empty feeling.   Doing this may open up a discovery about the reason for the emptiness feeling.When do you feel empty, are there certain situations it happens more often than another, what helps the feeling go away, what or who is helpful in relieving the empty feeling.Sometimes people need a little help to get started in understanding how to recognize their feelings.Consider a therapist, any disciplined practice which encourages self-knowledge, such as some yoga practices, and a creative discipline like photography or music. As long as you concentrate on increasing your self-understanding, eventually you'll find the answer to your question!",depression
"How do I deal with parental figures who have hurt me?-People who are parental figures in my life have, in the past, hurt me, and some continue to do so. It makes me feel like I'm not good enough for my husband or the life he provides me. I have had jobs, but I am going through a lot of my past garbage and trying to figure out when it all went wrong. Any time I bring these things up, I am expected to be over the issue. These are people that you can't just cut out, but I have never received apologies for so much of my pain. I don't know what to do any more. I don't know who I am anymore.
It sounds like you have been thinking about how past hurts have influenced you, and when you try to talk about these hurts with people in your life, you are feeling invalidated. It also sounds like current conflicts are continuing to leave you feeling hurt and devalued. In working with a therapist, you may be able to get some clarity about your past, who you are, and what kinds of boundaries you want in your relationships, so that you can lead a life that is more satisfying to you.",depression
"How do I deal with parental figures who have hurt me?-People who are parental figures in my life have, in the past, hurt me, and some continue to do so. It makes me feel like I'm not good enough for my husband or the life he provides me. I have had jobs, but I am going through a lot of my past garbage and trying to figure out when it all went wrong. Any time I bring these things up, I am expected to be over the issue. These are people that you can't just cut out, but I have never received apologies for so much of my pain. I don't know what to do any more. I don't know who I am anymore.
Hello. Adults who come from abusive home histories (physical, emotional, or even psychological), may take a long time to heal from that abuse. We carry our past with us everywhere we go, and it is up to us to find resolutions to past hurts. This is often easier said than done, but it is possible. From the perspective of those with whom you have shared your concerns, it might be assumed that based on where you are in life and who you are now, that you have already worked through any issues from your younger years. Some of our deepest scars in life are indeed invisible and suppressed. We have to get to the place where we can take care of the inner child that is still hurting, by recognizing that those who hurt us - however they did, might have had their own challenges which prevented them from functioning and behaving in ways we might have deeply needed. Those who have directly hurt you, may not be capable of acknowledging and understanding how you were affected by their actions - even in the worst of cases. They themselves may be doing what they can, either out of shame or heartbreak for their own actions, to work on forgetting how they behaved toward you all those years before. How are they behaving toward you now? Can you find it in your heart to forgive those who have hurt you? Forgiveness is the gift we give ourselves, and isn't dependent on an apology from an offender. By forgiving (even in the absence of any apology), we are releasing the weight of the burden we are carrying that reflects the offense we feel was committed against us. Sometimes therapy can be helpful in this process. Talking with someone who can be non-judgmental and reflects an empathetic position toward you might be what you need right now. Seeking out a therapist to help you work through these negatives feelings and thoughts is much easier, than trying to go it alone. I would encourage you to reach out and find someone who resonates with you on that journey, so that you can begin a path toward healing.Warm regards,Shawn Berthel, M.S., LMHC",depression
"My parents are getting a divorce and I feel depressed-I am going through a very hard time and I'm so depressed. My parents are getting a divorce and a lot of bad things are happening. I want to lull myself.
It sounds like a tough time and it's normal to feel down when your family is going through a divorce or other hardship. There's a difference between feelings like sadness, discouragement, grief, loneliness and depression, though. Sadness is sadness and sometimes we have to go through a grieving or other process, that is a normal reaction to events in our lives. Depression, on the other hand, is more about being stuck. Lulling yourself with self-care sounds like a healthy response and a way to give yourself support. So as to the uncomfortable but healthy part of your feelings, do the best you can to put names to it and share with a trusted other person. You will find comfort. The part of your situation that's depression -- feeling stuck, not able to get out of bad, concentrate, changes in sleeping and eating, loss of enjoyment in living, poor hygiene, feelings of hopelessness, that's different. First step, identify your own symptoms of depression. If you have any thoughts of hurting yourself, tell someone. If you're not sure, you can try 800-lifenet or other support line to get feedback. First aid for depression includes: daily care and feeding, good sleeping and eating, lots of exercise--even when you don't feel like it-- healthy socializing, and focusing on talking to yourself in a positive way. If you aren't able to move yourself out of your depression,  work with a professional to make short-term goals and get some support. You may also talk to your doctor or psychiatrist about trying an anti-depressant to give you a little lift while you go through a rough patch.Best wishes,Karen",depression
"My parents are getting a divorce and I feel depressed-I am going through a very hard time and I'm so depressed. My parents are getting a divorce and a lot of bad things are happening. I want to lull myself.
Consider yourself quite normal for feeling overwhelmed and depressed about your parents divorce.   This is the most natural way to feel at this time.Depending on how old you are, and whether you live under their roof,  are dependent on their support, and are either part of the decision or not, of with whom and where you will live, start considering these points.How did you find out about the upcoming divorce?Are either of your parents reluctant to answer your questions or is it clear that neither of them want to talk about anything with you?Whatever your fears and questions about your own future, these are all real.  It is necessary for you to know about your basic future.If you are living on your own and the main problem is your inner adjustment that your family structure is completely changing, then probably a good therapist would be a great help to you now, to clarify these tensions.Sending lots of good wishes for an easy resolution to your new path!",depression
"I need help coping with depression as a result of stress-My depression has been reoccurring for a long time. It all started when I was being bullied in high school. In ninth grade, my principal told me I needed to stay home for a couple days to protect myself while she spoke to my classmates. I needed professional help for my stress because I was having crying spells from the stress of going to school and confronting my classmates. After that, I was fine for a couple of years. I entered my first year of college in a really tough program with high demands of expected work. I believe my depression re-booted from there with the stress. I began to cut myself because a friend of mine at the time told me how she used to do the same and it used to feel good for her. Obviously, that wasn't the right choice. I regret ever doing that, seeing as even though I'm not self-harming anymore, I always look back at that time whenever I feel very stressed. I have a big problem with handling problems in life. Whenever a problem arises, I get stressed and I feel hopeless, as if it's not going to get better. I get way too stressed from my problems, which leads to overreacting a lot (especially when talking to others), which then leads to depression. I have a hard time coping with stress because I know that if I could handle it easily then I wouldn't be sad all the time, and I would say and do the right thing instead of overreacting to my loved ones.
I couldn't help but notice that you did not specify your age, so I am unable to set the total chronological order and length that you have suffered in this way, but I want to start by commending you on seeking out additional coping techniques on your own.  Unfortunately, it sounds like you were offered some that were more dangerous than helpful, but be proud that you were able to curb those before they caused too much harm. From what you have written, stress has always been a difficult thing for you to manage.  Often, when I am working with those who offer the same concern, there is a degree of people pleasing that comes with that stress.  When we are trying to make others happy, especially when we are unable to distinguish the proper ""rules for success"", it can make even the simplest of tasks overwhelming. Stress management is just that, management; of our own anxieties about the needs of others, about our skills and the ability to complete a task and having multiple requests at any given time. Each of these aspects requires a separate sets of ""tools"" to manage them accordingly. For example, assertiveness communication training could aid in communicating with your colleagues to manage their expectations of your deadlines and abilities, but it will not assist you with managing your own anxieties. Try to separate the different areas of the problem, in order to help yourself to find a solution and work on them in their own time. Perhaps keeping a journal will help you to better understand why you are so easily overwhelmed by stress and help you track some of your less-helpful responses to stress. For example, does a certain person's style of communication always make you feel undervalued and therefore push you to finish their requests first? Is there a certain time of the day where you start to fall off in productivity?  Is that the time fo the day where you also tend to pile up your requirements?Try to ask yourself some of these harder questions and see where they lead you.",depression
"I feel like my existence is meaningless-I've been depressed for quite a while. I've been trying to work through it, and my boyfriend has been my rock. He is honestly the only person I trust enough to talk to about anything, but he decided to break up with me because of my depression. I cannot afford to see a therapist or anything, so he saw no hope in staying with me. My insurance has a $5000 deductible, so I’m screwed. I've had everything from suicidal thoughts to trying to quit my job. I have no one. My family doesn't care about me; they kicked me out when I turned 18 a few years ago. I had friends, but they have all moved on with their lives and have no time for me. My ex-boyfriend is trying to help but is making things worse because every time I see or hear him, I break down into tears. I found out that I will never be promoted now because of my depression.
It sounds like you have been struggling with this for quite some time, using many of the same coping techniques that feel tried and true to no avail. Often, we fall back on coping techniques that would be helpful in other problems (stress, social anxieties, etc.) for our depression, but the truth is that depression requires it's own little tool kit. Depression is all-encompassing, and, based on what you've written, the symptoms are already affecting work and your personal life in myriad ways.  The best route forward would be to seek out counselling, admittedly, but if your insurance deductible is too high, that can be very expensive. I would recommend contacting your Employee Assistance Program (EAP) if offered by your employer. If not, you can look into community centres for counselling options, check if your doctor will give you a referral or your local religious organization. If, however, you are motivated to get your depression under control, there are some great workbooks out there that you can use on your own or with your therapist (as long as your therapist is trained in Cognitive Behavioural Therapy, or CBT), such as ""Mind Over Mood"".",depression
"How can I help my husband after a suicide attempt?-After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.
Hello, and thank you for your question. This is a very serious time. I don't mean to frighten you, but you are right to be concerned. The time right after people leave the hospital after receiving psychiatric services is a time of high risk for suicide. It is very important, after hospitalization, to get follow-up care with a professional as soon as possible. If your husband has an established therapist, this is the time to call. It is also a good time to alert your support system of friends, family, clergy or others to let them know he is still struggling. This is good support for him AND you.It is important to think about means and opportunity to make another attempt. Means really do matter.  So, if you have a firearm in the home, it is really important to remove it. You can't remove all things that a person may hurt themselves with, but some things are more lethal than others. Firearms are very lethal. I am not sure what means he used last time, but try to reduce the opportunity for him to access it again. This is where your support system can help out. People can take turns hanging out with him until you are sure the crisis is over.If you believe that an attempt is going to occur, talk to your husband about going back to the hospital. If he refuses, you will want to find out what your options are to have him go even if he doesn't want to. I know the thought of that really hurts, but it can save his life. Calling 9-1-1 is always a good option if you are not sure. Usually a suicide crisis, meaning they want to harm themselves right now, lasts a few minutes, hours or days. Sometimes when you get them through the crisis stage, they no longer want to commit suicide. But, as you are indicating, that feeling of wanting to commit suicide can come back again. So, it is always good to have a plan. If you want more information, call the National Suicide Prevention Lifeline. They will always answer: 1-800-273-8255. They can help you create a specific safety plan. I do hope things work out alright. Be well. Robin J. Landwehr, DBH, LPCC, NCC",depression
"How can I help my husband after a suicide attempt?-After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.
This is actually more common then we often realize, and actually understandable, as he has gone through a trauma, an unresolved existential crisis.  He was taken care of by others and now is again left alone with his own internal, and rather horrific inner struggle.In my work with CCT, or Contextual Conceptual Therapy, (see www.suicidetherapy.com) I have learned how trapped suicidal people are in their own isolation, also called a ""mysterious isolation,"" a form of self protection which cuts the off from their Self, or spirit.  And unless they address this message from their soul, accompany a guide on a journey to discover their own missing information, that is to recognize how their own uncomforted emotional pain has resulted in a coping stategy which has effectively cut themselves off from their own beauty, their Self, and their ability to receive love from themselves and others. Their attempt to kill themselves is a cry from their soul or spirit that they cannot live the life they are living any longer.  They take this literally and try to end their life, when in fact what their soul or spirit is saying is they need to begin to live the life they came here to live.",depression
"How can I help my husband after a suicide attempt?-After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.
I'm thankful to read your husband found care and that his suicide attempt wasn't successful.   While he was hospitalized, and prior to his release, your husband would've been provided in writing a self-care action plan. This typically includes things like committing to a contract 'not to harm' and what to do if he felt overwhelmed by his anger, depression, and hopelessness (e.g. call 911, call therapist, go to nearest hospital emergency department). Additionally, his protocol would've provided instructions for his taking medication(s) as directed, having a follow-up appointment(s) with his psychiatrist/psychologist/clinical social worker, and participating in some form of small group support.  If your husband's struggling as you describe, and you are feeling overwhelmed or frightened for his (your) safety, I'd encourage you to seek immediate assistance.",depression
"How can I help my husband after a suicide attempt?-After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.
This must be so difficult for both of you.  Watching someone you love suffer so profoundly can bring up lots of difficult feelings.  Without knowing what you are already doing, I have a few thoughts to share with you. First and foremost, know that you cannot fix this for him, and get support for yourself.As much as you are able, make space in your relationship for him to talk about what he is experiencing.  He might not want to talk, and that is ok.If he wants to talk, try to listen without judgement and without trying to talk him out of his feelings.  Focus on validating his feelings and just sitting with him in his pain.Let him know how you feel...that you love him, that you care, that you are concerned, that this is scary for you too, that you are here.I hope that this is helpful.  On my website (www.sarahmcintyrelpc.com), I've written a series of blog posts about coping with distress.  The techniques I've written about there may be supportive for you and your husband.  Sending warm wishes your way.  -Sarah",depression
"How can I help my husband after a suicide attempt?-After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.
I appreciate that you are concerned about your husband's emotions and want to support him as best you can right now. I imagine that you must be going through your own difficult time too. You've had a complicated shock and trauma in your life and in your marriage; it's normal for both of your emotions to move from hope to despair to fear, anger, gratitude... there is no wrong way to feel and there is no particular pattern your emotions or his will follow. Try not to assume what he is feeling but ask him instead. ""How are you doing today?"" is something that can be asked over and over again and your love and compassion for him will come through. If he has a hard time talking, you can share your observations. ""I notice you're more withdrawn. This worries me."" Certainly it will help you if you know what he's thinking and feeling because he hid his intentions to hurt himself. It's normal that you want to know. If there is depression and hopelessness, this likely was part of what led to his initial despair. There is help out there. Depression is treatable, and seeking that treatment is important right now at this vulnerable time. This is the kind of complex situation that can be assisted by a therapist who is qualified to help you both understand and manage your emotions. Whether your husband seeks help or not, I hope that you do.",depression
"How can I help my husband after a suicide attempt?-After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.
A failed suicide attempt is commonly thought of as a “cry for help,” however it can also be a serious attempt to find a permanent solution to depression, hopelessness or other feelings a person feels are unbearable. It’s wonderful that you want to support your husband, but If your husband is feeling depressed and hopeless, you can best help him by getting him to a mental health professional. Feelings of hopelessness and depression, and previous attempts at suicide are all risk factors for future suicide attempts. With a mental health professional, or in the emergency room of a hospital, your husband should be evaluated for suicidal thoughts, intent and plan, and if he is a danger to himself he should probably be hospitalized again until he is stable. Without knowing the particulars, your husband may suffer from Major Depressive Disorder or some other illness on the depressive spectrum. In that case medication could help him immensely, at which point you can offer your support and encouragement him to practice gentle self-care. And do not forget to practice it for yourself.  Remember: a suicide attempt not only affects the person, but it is an immense stressor for his or her loved ones as well. As they say, “put your oxygen mask on first.” Then you will be better able to provide your husband with calm and loving care and attention.Kayla Schwartz, LMSW[email protected]",depression
"How can I help my husband after a suicide attempt?-After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.
The fact that you're reaching out for help here is really helpful.The first thing I would suggest is that you consider seeing a local mental health professional yourself to be able to talk about the details, how this is affecting you, and how you can hold onto you are while also being supportive to you husband.From the way that you describe this, I wonder what has changed since coming home from the hospital. Perhaps you can have a conversation with your husband this and mention that you are asking him questions to learn more about his experience and you can discuss how you notice that things were going much better when he came home from the hospital, and now things are not as good. Perhaps he can tell you about what is different so that you may know him would be most helpful to him.I also hope that you husband is still continuing with his own treatment.There may also be a local peer support telephone number for the county that you live in that they be able to help you determine whether your husband needs more immediate treatment if he is feeling hopeless again. There are national crisis telephone numbers listed below as well.",depression
"How can I help my husband after a suicide attempt?-After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.
Since as husband and wife your lives are closely joined, how your husband feels greatly influences the way you feel.Give yourself some time to concentrate on how you've been affected by your husband's suicide attempt.   Even if you decide against immediately telling him how you're feeling, knowing this about yourself will guide how and the topics you bring up with him.Is your husband talking easily with you?Do you have some ideas as to what is creating his feeling of hopelessness?The ideal approach would be if the two of you are able to discuss what bothers him and what bothers you.Depending on how far away you each are from such a position, you may benefit from speaking with a licensed professional therapist who can guide you and or you and your husband on opening up for discussion what feels stressful enough to merit taking one's own life.",depression
"How can I help my husband after a suicide attempt?-After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.
It seems like you are very receptive of your husband’s emotions and want to support him trough this time.  But it is also important of being aware of your emotions.  How are you feeling after the suicide attempt?  It is common to experience negative feelings while you try to make sense of the incident.  Feelings like anger, shame, guilt and fear are frequent; while, wanting to avoid, minimize and become distant from the person are parts of the defense mechanism to attempt a quick resolution.  Once you understand and overcome those feelings you may be in a better position to help your husband; who may be experiencing some negative feelings as well.First, it is important to have a safety plan in place, which includes removing harming objects from the home, knowing who to call if there’s a new attempt (either 9-1-1, or nearby treatment center), have a professional expert who monitors you and your husband’s progress, either a Counselor or mental health provider could help you manage negative feelings and identify ways to handle triggering situations.Once the safety plan is in place,  make him feel supported and not judged, saying open ended statements, like: “I am glad that you are here, please let me know what I can do to help you through this process”.  Making small changes toward a healthier living may help as well.  Exercising, eating healthier and practicing new leisure activities may be good ways to start.  Also, explore your spirituality and your husbands, looking for ways to encourage each other by joining a support group or finding people who share your spiritual beliefs.If you have more questions or concerns I offer teletherapy in the State of Texas, and traditional Counseling in Puerto Rico, call 787-466-5478. ¿Cómo puedo ayudar a mi esposo después de un intento de suicidio?Después de que el llego a casa del hospital estaba enojado, luego por un tiempo maravilloso.  Ahora está deprimido y sin ánimos.Parece que estas muy atenta a los sentimientos de tu esposo, y que lo deseas ayudar durante este momento de su vida.  Pero también es importante estar consciente de tus propias emociones.  ¿Cómo te has sentido luego de este intento de suicidio?   Es común que experimentes emociones negativas mientras los recientes sucesos hacen sentido.   Sentimientos como coraje, vergüenza, culpa y miedo son comunes, y el querer evitar, minimizar o distanciarte son mecanismos de defensa igualmente comunes.  Ya que comprendas y superes estos sentimientos,  estarás en una mejor posición para ofrecerle ayuda, recuerda que tu esposo también debe de estar experimentando sentimientos negativos. Es muy importante tener un plan de seguridad, esto incluye remover todos los objetos que pueden ser dañinos o facilitar un futuro atentado, saber a quién llamar en caso de una emergencia (9-1-1 o una clínica de emergencias cercana),  tener un experto que monitoree tu progreso y el de tu esposo, puede ser un Consejero u otro experto de salud mental que te ayude a manejar los sentimientos negativos y situaciones retantes.Ya que el plan de seguridad sea activado, crea un ambiente donde tu esposo se sienta apoyado y no juzgado.  Utiliza frases abiertas para comunicarte, dile que estas feliz de que este contigo, y quieres saber cómo puedes ayudarlo durante esta etapa.   También haz cambios pequeños para mejorar su calidad de vida como pareja.  Hacer ejercicios, comer más saludable y compartir actividades puede ser un buen comienzo. Explorar tu espiritualidad y la de tu esposo también puede ser de ayuda, y encontrar personas o grupos que compartan esos mismos intereses puede ser una manera de mantenerse motivados.Si tienes más preguntas o preocupaciones sobre el tema, ofrezco teleterapia en Texas y Consejería Tradicional en Puerto Rico, llama al 787-466-5478 para más información.",depression
"Why do I feel worthless and tired?-I always feel like I'm doing something wrong. Everything I do is crappy. I want to cry all the time. I can't eat or sleep.
You are describing some of the most common symptoms of depression: low self esteem, difficulty sleeping, changes in appetite, sad mood, feelings of hopeless and feelings of worthlessness. A full assessment/evaluation with a mental health professional is warranted to understand if indeed you meet criteria for a Major Depressive Disorder i.e.., are delressed. One thing I often tell patients is that ""Do you think you are depressed?"" People often answer yes or no, but many individuals respond with a question: How would I know? To that I often explain that if I stopped watching movies or better, stopped enjoying watching movies that would be a clear indication for me that I am delressed. It would be a sign that I have lost pleasure or interest in the activity that I typically enjoy most . I'll ask you to think of one activity which you really really enjoy.  It could be anything from reading, to being with friends, to skiing to watching tv.  I would like to now ask you if you have stopped enjoying that activity or can't find the motivation to engage in it? This is another symptom of depression: loss in pleasurable activities. The good news is that there are many effective, available treatment if you are indeed in a depression or simply, you want to modify/decrease your depressive symptoms i.e., you want to stop feeling so tired and so worthless. Treatment includes one or more of the following: psychotherapy, medication, exercise. Any one or combination of both of these can help to improve your mood. The even better news is that feeling that you are doing something wrong can diminish with appropriate treatment over time.  I hope you find this information helpful. The most important next step is to get evaluated by a mental health professional typically a psychologist or psychiatrist, and for both you and the professional to better understand your symptoms and your mood in the context of what is going on in your life.",depression
"How can you get back to my old self?-I no longer carry expressions on my face, and my emotions are decreasing the more I have fights with my fiancée.
Sometimes repressing anger can lead to depression and block all kinds of other emotions too.  I would wonder about your experience with anger and if you've ever been discouraged from expressing anger.  I would also wonder if you feel like you have space to express yourself in your relationship or if you feel like you really aren't being heard.  It's hard to feel cared for and connected to someone else when you don't feel accepted by them.",depression
"How can you get back to my old self?-I no longer carry expressions on my face, and my emotions are decreasing the more I have fights with my fiancée.
Sometimes when we fight a lot with our partner, it becomes more uncomfortable to share emotions because it feels like it will lead to another flight or disagreement.You could try having a conversation when you're not fighting and starting it out by saying that you would like to discuss something important to you and see if your fiancée is open to that.Something else is that you could have an agreement that if one of you is having a really strong emotions in a difficult conversation and would like to break from the conversation, you could agree (ahead of time) that you'll say that you would like a ""timeout"" and will come back to discuss the issue in a certain amount of time (usually about an hour) and then try to resume the discussion. The reason this can work is it can give you a chance to calm down and then still go back to the discussion rather than not talking about it again. This only works if both of you agree to that before something starts, though.",depression
"How do I tell my parents that I'm depressed and need help?-I'm depressed. I have been for years. I hide it from everyone because I'm scared of the reactions I'll get. Last time I tried telling my parents, it was a huge argument about me being too young to be depressed (I’m a legal adult), calling me ungrateful, and telling me that if I can't handle things now, it's only going to get worse in the future (which is turning out to be true). It's exhausting pretending to be okay, and I don't know how much longer I can try. I'm just really tired, and sadly, I can't afford the help I need on my own.
Hi Georgia, There's a really good lesson here. People tell us things, and we tend to think that's the truth...but it's not! I'll do some translating for you...""You're so ungrateful"" means ""I need you to be successful and happy in order for me to feel I'm a good parent"".""You're too young to be depressed"" means ""I don't want to deal with your mental health issues right now. I'll pretend it's not happening so I don't have to face my fear and shame"".""It's only going to get worse"" just means ""I don't know how to support you beyond scaring you into wanting to at least fake happiness for my sake"".Your parents are being unsupportive, not because you're not suffering, but because this is all they're capable of right now. They are not where you will find the support you need, so keep looking for it in other places. It's out there. If might be an aunt or a friend, or a friend's aunt. It might be a therapist or a bus driver or your family doctor. Keep looking for someone who will hear you. I hope you don't ever give up. :)",depression
"How do I tell my parents that I'm depressed and need help?-I'm depressed. I have been for years. I hide it from everyone because I'm scared of the reactions I'll get. Last time I tried telling my parents, it was a huge argument about me being too young to be depressed (I’m a legal adult), calling me ungrateful, and telling me that if I can't handle things now, it's only going to get worse in the future (which is turning out to be true). It's exhausting pretending to be okay, and I don't know how much longer I can try. I'm just really tired, and sadly, I can't afford the help I need on my own.
Don't think that you can't afford the help you need on your own.  There are several counselors that see people on a sliding scale that can be as low as $5 (based on your income).  Find a center that is non-profit, they have great counselors as well. It sounds like you know what you are experiencing and know that you need someone to talk to, someone that is willing to listen.  Your parents may not understand what your are feeling right now and that is not totally abnormal.I would encourage you to seek help immediately so you can live the best live you can...which is not being depressed.",depression
"What can I do about my depression and anxiety after trying so many things?-I have terrible anxiety and depression. I've tried various therapists and pills, but nothing's helped.
Is it possible you simply didn't mix well with the particular therapists with whom you've worked?   If this is possible, interview a therapist before  starting therapy.   Then you will be choosing a therapist who feels compatible with your way of seeing yourself and your life.Also, therapy isn't for everyone.Read about the different healing modalities and see if one of these speaks to your interest in feeling better.What matters most is finding among all the legitimate healing methods, what you believe will be effective.",depression
